12,48,1,1,1,True,0.17,checked 1 graphs, failures 0
13,53,2,2,2,True,0.15,checked 2 graphs, failures 0
13,52,58,10,10,True,0.23,checked 58 graphs, failures 0
14,60,1,1,1,True,0.21,checked 1 graphs, failures 0
15,66,1,1,1,True,0.23,checked 1 graphs, failures 0
16,72,372,5,5,True,0.40,checked 372 graphs, failures 0
16,71,21316,138,138,True,1.57,checked 21316 graphs, failures 0
17,79,160,1,1,True,27.53,checked 160 graphs, failures 0
17,78,21041,86,86,True,136.01,checked 21041 graphs, failures 0
