shot,true_obs,ml_class,beam8_pred,bp30+osd_pred,nms-ens24_pred,beam8_regret,bp30+osd_regret,nms-ens24_regret
506,0,0,0,0,0,0.000000,0.000000,0.000000
507,0,0,0,0,0,0.000000,0.000000,0.000000
508,0,0,0,0,0,0.000000,0.000000,0.000000
509,0,0,0,0,0,0.000000,0.000000,0.000000
510,8,8,8,8,8,0.000000,0.000000,0.000000
511,0,0,0,0,0,0.000000,0.000000,0.000000
512,0,0,0,0,0,0.000000,0.000000,0.000000
513,0,0,0,0,0,0.000000,0.000000,0.000000
514,8,8,8,8,8,0.000000,0.000000,0.000000
515,0,0,0,0,0,0.000000,0.000000,0.000000
516,12,12,12,12,12,0.000000,0.000000,0.000000
517,0,0,0,0,0,0.000000,0.000000,0.000000
518,0,0,0,0,0,0.000000,0.000000,0.000000
519,0,0,0,0,0,0.000000,0.000000,0.000000
520,13,13,13,13,13,0.000000,0.000000,0.000000
521,9,9,9,9,9,0.000000,0.000000,0.000000
522,0,0,0,0,0,0.000000,0.000000,0.000000
523,0,0,0,0,0,0.000000,0.000000,0.000000
524,0,0,0,0,0,0.000000,0.000000,0.000000
525,0,0,0,0,0,0.000000,0.000000,0.000000
526,0,0,0,0,0,0.000000,0.000000,0.000000
527,0,0,0,0,0,0.000000,0.000000,0.000000
528,4,4,4,4,4,0.000000,0.000000,0.000000
529,0,0,0,0,0,0.000000,0.000000,0.000000
530,0,0,0,0,0,0.000000,0.000000,0.000000
531,0,0,0,0,0,0.000000,0.000000,0.000000
532,0,0,0,0,0,0.000000,0.000000,0.000000
533,1,1,1,1,1,0.000000,0.000000,0.000000
534,0,0,0,0,0,0.000000,0.000000,0.000000
535,0,0,0,0,0,0.000000,0.000000,0.000000
536,10,10,10,10,10,0.000000,0.000000,0.000000
537,0,0,0,0,0,0.000000,0.000000,0.000000
538,12,12,12,12,12,0.000000,0.000000,0.000000
539,6,6,6,6,6,0.000000,0.000000,0.000000
540,0,0,0,0,0,0.000000,0.000000,0.000000
541,4,4,4,4,4,0.000000,0.000000,0.000000
542,9,9,9,9,9,0.000000,0.000000,0.000000
543,0,0,0,0,0,0.000000,0.000000,0.000000
544,0,0,0,0,0,0.000000,0.000000,0.000000
545,10,10,10,10,10,0.000000,0.000000,0.000000
546,2,2,2,2,2,0.000000,0.000000,0.000000
547,3,3,3,0,3,0.000000,5.836247,0.000000
548,4,4,8,4,8,0.000832,0.000000,0.000832
549,0,0,0,0,0,0.000000,0.000000,0.000000
550,0,0,0,0,0,0.000000,0.000000,0.000000
551,0,0,0,0,0,0.000000,0.000000,0.000000
552,0,0,0,0,0,0.000000,0.000000,0.000000
553,0,0,0,0,0,0.000000,0.000000,0.000000
554,0,0,0,0,0,0.000000,0.000000,0.000000
555,6,6,6,6,6,0.000000,0.000000,0.000000
556,0,0,0,0,0,0.000000,0.000000,0.000000
557,0,0,0,0,0,0.000000,0.000000,0.000000
558,0,0,0,0,0,0.000000,0.000000,0.000000
559,13,13,13,13,13,0.000000,0.000000,0.000000
560,12,12,12,12,12,0.000000,0.000000,0.000000
561,0,0,0,0,0,0.000000,0.000000,0.000000
562,0,0,0,0,0,0.000000,0.000000,0.000000
563,0,0,0,0,0,0.000000,0.000000,0.000000
564,2,2,2,2,2,0.000000,0.000000,0.000000
565,0,0,0,0,0,0.000000,0.000000,0.000000
566,0,0,0,0,0,0.000000,0.000000,0.000000
567,0,0,0,0,0,0.000000,0.000000,0.000000
568,9,9,9,9,9,0.000000,0.000000,0.000000
569,0,0,0,0,0,0.000000,0.000000,0.000000
570,5,5,5,5,5,0.000000,0.000000,0.000000
571,12,12,12,12,12,0.000000,0.000000,0.000000
572,0,0,0,0,0,0.000000,0.000000,0.000000
573,12,2,12,2,2,0.000417,0.000000,0.000000
574,12,12,12,12,12,0.000000,0.000000,0.000000
575,0,0,0,0,0,0.000000,0.000000,0.000000
576,0,0,0,0,0,0.000000,0.000000,0.000000
577,0,0,0,0,0,0.000000,0.000000,0.000000
578,0,0,0,0,0,0.000000,0.000000,0.000000
579,4,4,4,4,4,0.000000,0.000000,0.000000
580,0,0,0,0,0,0.000000,0.000000,0.000000
581,13,13,13,13,13,0.000000,0.000000,0.000000
582,0,0,0,0,0,0.000000,0.000000,0.000000
583,0,0,0,0,0,0.000000,0.000000,0.000000
584,8,8,4,4,4,6.684887,6.684887,6.684887
585,0,0,0,0,0,0.000000,0.000000,0.000000
586,6,6,6,6,6,0.000000,0.000000,0.000000
587,13,13,13,13,13,0.000000,0.000000,0.000000
588,0,0,0,0,0,0.000000,0.000000,0.000000
589,0,0,0,0,0,0.000000,0.000000,0.000000
590,0,0,0,0,0,0.000000,0.000000,0.000000
591,15,15,15,15,15,0.000000,0.000000,0.000000
592,0,0,0,0,0,0.000000,0.000000,0.000000
593,13,13,13,13,13,0.000000,0.000000,0.000000
594,0,0,0,0,0,0.000000,0.000000,0.000000
595,12,12,12,12,12,0.000000,0.000000,0.000000
596,0,0,0,0,0,0.000000,0.000000,0.000000
597,0,0,0,0,0,0.000000,0.000000,0.000000
598,0,0,0,0,0,0.000000,0.000000,0.000000
599,0,0,0,0,0,0.000000,0.000000,0.000000
600,0,0,0,0,0,0.000000,0.000000,0.000000
601,12,12,12,12,12,0.000000,0.000000,0.000000
602,0,0,0,0,0,0.000000,0.000000,0.000000
603,6,6,6,6,6,0.000000,0.000000,0.000000
604,0,0,8,0,0,6.683500,0.000000,0.000000
605,0,0,0,0,0,0.000000,0.000000,0.000000
606,0,0,0,0,0,0.000000,0.000000,0.000000
607,0,0,0,0,0,0.000000,0.000000,0.000000
608,0,0,0,0,0,0.000000,0.000000,0.000000
609,0,0,0,0,0,0.000000,0.000000,0.000000
610,0,0,0,0,0,0.000000,0.000000,0.000000
611,0,0,0,0,0,0.000000,0.000000,0.000000
612,0,0,0,0,0,0.000000,0.000000,0.000000
613,0,0,0,0,0,0.000000,0.000000,0.000000
614,0,0,0,0,0,0.000000,0.000000,0.000000
615,0,0,0,0,0,0.000000,0.000000,0.000000
616,0,0,0,0,0,0.000000,0.000000,0.000000
617,6,6,5,6,6,7.088410,0.000000,0.000000
618,0,0,0,0,0,0.000000,0.000000,0.000000
619,0,0,0,0,0,0.000000,0.000000,0.000000
620,0,0,0,0,0,0.000000,0.000000,0.000000
621,0,0,0,0,0,0.000000,0.000000,0.000000
622,0,0,0,0,0,0.000000,0.000000,0.000000
623,0,0,0,0,0,0.000000,0.000000,0.000000
624,8,8,8,8,8,0.000000,0.000000,0.000000
625,6,6,6,6,6,0.000000,0.000000,0.000000
626,14,14,14,14,14,0.000000,0.000000,0.000000
627,0,0,0,0,0,0.000000,0.000000,0.000000
628,0,0,0,0,0,0.000000,0.000000,0.000000
629,0,0,0,0,0,0.000000,0.000000,0.000000
630,0,0,0,0,0,0.000000,0.000000,0.000000
631,0,0,0,0,0,0.000000,0.000000,0.000000
632,0,0,0,0,0,0.000000,0.000000,0.000000
633,0,0,0,0,0,0.000000,0.000000,0.000000
634,0,0,0,0,0,0.000000,0.000000,0.000000
635,0,0,0,0,0,0.000000,0.000000,0.000000
636,0,0,0,0,0,0.000000,0.000000,0.000000
637,3,1,0,1,0,12.792506,0.000000,12.792506
638,4,4,4,5,12,0.000000,7.087990,5.838264
639,0,0,0,0,0,0.000000,0.000000,0.000000
640,0,0,0,0,0,0.000000,0.000000,0.000000
641,0,0,0,0,0,0.000000,0.000000,0.000000
642,0,0,0,0,0,0.000000,0.000000,0.000000
643,0,0,0,0,0,0.000000,0.000000,0.000000
644,0,0,0,0,0,0.000000,0.000000,0.000000
645,8,8,8,8,8,0.000000,0.000000,0.000000
646,0,0,0,0,0,0.000000,0.000000,0.000000
647,0,0,0,0,0,0.000000,0.000000,0.000000
648,2,2,2,2,2,0.000000,0.000000,0.000000
649,8,8,8,8,8,0.000000,0.000000,0.000000
650,6,6,5,6,6,7.088410,0.000000,0.000000
651,0,0,0,0,0,0.000000,0.000000,0.000000
652,10,10,10,10,10,0.000000,0.000000,0.000000
653,0,0,0,0,0,0.000000,0.000000,0.000000
654,12,12,12,12,12,0.000000,0.000000,0.000000
655,4,4,4,4,4,0.000000,0.000000,0.000000
656,6,6,6,6,6,0.000000,0.000000,0.000000
657,0,0,0,0,0,0.000000,0.000000,0.000000
658,6,6,6,6,6,0.000000,0.000000,0.000000
659,0,0,0,0,0,0.000000,0.000000,0.000000
660,0,0,0,0,0,0.000000,0.000000,0.000000
661,0,0,0,0,0,0.000000,0.000000,0.000000
662,0,0,0,0,0,0.000000,0.000000,0.000000
663,15,15,15,15,15,0.000000,0.000000,0.000000
664,0,0,0,0,0,0.000000,0.000000,0.000000
665,8,8,8,8,8,0.000000,0.000000,0.000000
666,0,0,0,0,0,0.000000,0.000000,0.000000
667,4,4,4,4,4,0.000000,0.000000,0.000000
668,8,8,8,8,8,0.000000,0.000000,0.000000
669,0,0,0,0,0,0.000000,0.000000,0.000000
670,0,0,0,0,0,0.000000,0.000000,0.000000
671,10,10,11,10,0,0.000000,0.000000,15.546608
672,12,12,12,12,12,0.000000,0.000000,0.000000
673,12,12,12,12,12,0.000000,0.000000,0.000000
674,14,14,14,14,14,0.000000,0.000000,0.000000
675,0,0,0,0,0,0.000000,0.000000,0.000000
676,0,0,0,0,0,0.000000,0.000000,0.000000
677,14,14,14,14,14,0.000000,0.000000,0.000000
678,8,8,6,4,8,0.405533,0.000278,0.000000
679,0,0,0,0,0,0.000000,0.000000,0.000000
680,0,0,0,0,0,0.000000,0.000000,0.000000
681,14,14,14,14,14,0.000000,0.000000,0.000000
682,9,9,9,9,9,0.000000,0.000000,0.000000
683,0,0,0,0,0,0.000000,0.000000,0.000000
684,0,0,0,0,0,0.000000,0.000000,0.000000
685,0,0,0,0,0,0.000000,0.000000,0.000000
686,0,0,0,0,0,0.000000,0.000000,0.000000
687,0,0,0,0,0,0.000000,0.000000,0.000000
688,0,0,0,0,0,0.000000,0.000000,0.000000
689,4,4,4,4,4,0.000000,0.000000,0.000000
690,2,2,2,6,2,0.000000,7.088406,0.000000
691,0,0,0,0,0,0.000000,0.000000,0.000000
692,13,13,13,13,13,0.000000,0.000000,0.000000
693,0,0,0,0,0,0.000000,0.000000,0.000000
694,0,0,0,0,0,0.000000,0.000000,0.000000
695,0,0,0,0,0,0.000000,0.000000,0.000000
696,0,0,0,0,0,0.000000,0.000000,0.000000
697,12,12,12,12,12,0.000000,0.000000,0.000000
698,0,0,0,0,0,0.000000,0.000000,0.000000
699,0,0,0,0,0,0.000000,0.000000,0.000000
700,9,9,9,9,9,0.000000,0.000000,0.000000
701,0,0,0,0,0,0.000000,0.000000,0.000000
702,8,8,8,8,8,0.000000,0.000000,0.000000
703,0,0,0,0,0,0.000000,0.000000,0.000000
704,0,0,0,0,0,0.000000,0.000000,0.000000
705,0,0,0,0,0,0.000000,0.000000,0.000000
706,0,0,0,0,0,0.000000,0.000000,0.000000
707,14,14,14,14,14,0.000000,0.000000,0.000000
708,0,0,0,0,0,0.000000,0.000000,0.000000
709,0,0,0,0,0,0.000000,0.000000,0.000000
710,0,0,0,0,0,0.000000,0.000000,0.000000
711,0,0,0,0,0,0.000000,0.000000,0.000000
712,0,0,0,0,0,0.000000,0.000000,0.000000
713,12,12,12,12,12,0.000000,0.000000,0.000000
714,0,0,0,0,0,0.000000,0.000000,0.000000
715,15,15,15,15,15,0.000000,0.000000,0.000000
716,0,0,0,0,0,0.000000,0.000000,0.000000
717,0,0,0,0,0,0.000000,0.000000,0.000000
718,0,0,0,0,0,0.000000,0.000000,0.000000
719,0,0,0,0,0,0.000000,0.000000,0.000000
720,0,0,0,0,0,0.000000,0.000000,0.000000
721,0,0,0,0,0,0.000000,0.000000,0.000000
722,0,0,0,0,0,0.000000,0.000000,0.000000
723,9,9,9,9,9,0.000000,0.000000,0.000000
724,14,14,15,15,14,7.780308,7.780308,0.000000
725,4,4,4,4,4,0.000000,0.000000,0.000000
726,0,0,0,0,0,0.000000,0.000000,0.000000
727,6,6,6,6,6,0.000000,0.000000,0.000000
728,0,0,0,0,0,0.000000,0.000000,0.000000
729,14,14,10,10,10,6.684887,6.684887,6.684887
730,15,12,12,15,0,0.000000,0.000000,13.772050
731,0,0,0,0,0,0.000000,0.000000,0.000000
732,0,0,0,0,0,0.000000,0.000000,0.000000
733,0,0,0,0,0,0.000000,0.000000,0.000000
734,0,0,0,0,0,0.000000,0.000000,0.000000
735,0,0,0,0,0,0.000000,0.000000,0.000000
736,8,8,8,8,8,0.000000,0.000000,0.000000
737,2,2,2,2,2,0.000000,0.000000,0.000000
738,0,0,0,0,0,0.000000,0.000000,0.000000
739,0,0,0,0,0,0.000000,0.000000,0.000000
740,0,0,0,0,0,0.000000,0.000000,0.000000
741,8,8,8,8,8,0.000000,0.000000,0.000000
742,9,9,9,9,9,0.000000,0.000000,0.000000
743,12,12,12,12,12,0.000000,0.000000,0.000000
744,0,0,0,0,0,0.000000,0.000000,0.000000
745,4,4,12,12,12,6.684887,6.684887,6.684887
746,0,0,0,0,0,0.000000,0.000000,0.000000
747,8,8,8,8,8,0.000000,0.000000,0.000000
748,0,0,0,0,0,0.000000,0.000000,0.000000
749,0,0,0,0,0,0.000000,0.000000,0.000000
750,7,4,4,4,4,0.000000,0.000000,0.000000
751,0,0,0,0,0,0.000000,0.000000,0.000000
752,8,8,8,8,8,0.000000,0.000000,0.000000
753,0,0,0,0,0,0.000000,0.000000,0.000000
754,0,0,0,0,0,0.000000,0.000000,0.000000
755,0,0,0,0,0,0.000000,0.000000,0.000000
756,14,14,14,14,14,0.000000,0.000000,0.000000
757,5,5,6,6,5,7.780308,7.780308,0.000000
758,0,0,0,0,0,0.000000,0.000000,0.000000
759,0,0,0,0,0,0.000000,0.000000,0.000000
760,4,4,4,4,4,0.000000,0.000000,0.000000
761,0,0,0,0,0,0.000000,0.000000,0.000000
762,0,0,0,0,0,0.000000,0.000000,0.000000
763,4,4,4,4,4,0.000000,0.000000,0.000000
764,0,0,0,0,0,0.000000,0.000000,0.000000
765,0,0,0,0,0,0.000000,0.000000,0.000000
766,0,0,0,0,0,0.000000,0.000000,0.000000
767,8,8,8,8,8,0.000000,0.000000,0.000000
768,3,3,3,3,3,0.000000,0.000000,0.000000
769,12,12,12,12,12,0.000000,0.000000,0.000000
770,1,1,1,1,1,0.000000,0.000000,0.000000
771,0,0,0,0,0,0.000000,0.000000,0.000000
772,0,0,0,0,0,0.000000,0.000000,0.000000
773,8,8,8,8,8,0.000000,0.000000,0.000000
774,0,0,0,0,0,0.000000,0.000000,0.000000
775,0,0,0,0,0,0.000000,0.000000,0.000000
776,0,0,0,0,0,0.000000,0.000000,0.000000
777,0,0,0,0,0,0.000000,0.000000,0.000000
778,0,0,0,0,0,0.000000,0.000000,0.000000
779,0,0,0,0,0,0.000000,0.000000,0.000000
780,0,0,0,0,0,0.000000,0.000000,0.000000
781,0,0,0,0,0,0.000000,0.000000,0.000000
782,10,10,10,10,10,0.000000,0.000000,0.000000
783,13,13,13,13,13,0.000000,0.000000,0.000000
784,0,0,0,0,0,0.000000,0.000000,0.000000
785,0,0,0,0,0,0.000000,0.000000,0.000000
786,0,0,0,0,0,0.000000,0.000000,0.000000
787,0,0,0,0,0,0.000000,0.000000,0.000000
788,2,2,2,2,2,0.000000,0.000000,0.000000
789,0,0,0,0,0,0.000000,0.000000,0.000000
790,0,0,0,0,0,0.000000,0.000000,0.000000
791,0,0,0,0,0,0.000000,0.000000,0.000000
792,0,0,0,0,0,0.000000,0.000000,0.000000
793,6,6,6,6,6,0.000000,0.000000,0.000000
794,0,0,0,0,0,0.000000,0.000000,0.000000
795,6,6,6,6,6,0.000000,0.000000,0.000000
796,0,0,0,0,0,0.000000,0.000000,0.000000
797,0,0,0,0,0,0.000000,0.000000,0.000000
798,0,0,0,0,0,0.000000,0.000000,0.000000
799,8,8,8,8,8,0.000000,0.000000,0.000000
800,0,0,0,0,0,0.000000,0.000000,0.000000
801,0,0,0,0,0,0.000000,0.000000,0.000000
802,0,0,0,0,0,0.000000,0.000000,0.000000
803,0,0,0,0,0,0.000000,0.000000,0.000000
804,0,0,0,0,0,0.000000,0.000000,0.000000
805,0,0,0,0,0,0.000000,0.000000,0.000000
806,12,12,12,15,0,0.000000,0.000000,13.772050
807,0,0,0,0,0,0.000000,0.000000,0.000000
808,0,0,0,0,0,0.000000,0.000000,0.000000
809,0,0,0,0,0,0.000000,0.000000,0.000000
810,0,0,0,0,0,0.000000,0.000000,0.000000
811,0,0,0,0,0,0.000000,0.000000,0.000000
812,0,0,0,0,0,0.000000,0.000000,0.000000
813,0,0,0,0,0,0.000000,0.000000,0.000000
814,0,0,0,0,0,0.000000,0.000000,0.000000
815,0,0,0,0,0,0.000000,0.000000,0.000000
816,0,0,0,0,0,0.000000,0.000000,0.000000
817,1,1,1,1,1,0.000000,0.000000,0.000000
818,8,8,8,8,8,0.000000,0.000000,0.000000
819,9,9,9,9,9,0.000000,0.000000,0.000000
820,0,0,0,0,0,0.000000,0.000000,0.000000
821,12,12,12,12,12,0.000000,0.000000,0.000000
822,0,0,0,0,0,0.000000,0.000000,0.000000
823,0,0,0,0,0,0.000000,0.000000,0.000000
824,0,0,0,0,0,0.000000,0.000000,0.000000
825,4,4,4,4,4,0.000000,0.000000,0.000000
826,8,8,8,8,8,0.000000,0.000000,0.000000
827,0,0,0,0,0,0.000000,0.000000,0.000000
828,0,0,0,0,0,0.000000,0.000000,0.000000
829,0,0,0,0,0,0.000000,0.000000,0.000000
830,8,8,8,8,8,0.000000,0.000000,0.000000
831,0,0,0,0,0,0.000000,0.000000,0.000000
832,9,9,9,11,9,0.000000,7.780717,0.000000
833,0,0,0,0,0,0.000000,0.000000,0.000000
834,15,15,15,15,15,0.000000,0.000000,0.000000
835,0,0,0,0,0,0.000000,0.000000,0.000000
836,0,0,0,0,0,0.000000,0.000000,0.000000
837,0,0,0,0,0,0.000000,0.000000,0.000000
838,0,0,0,0,0,0.000000,0.000000,0.000000
839,0,0,0,0,0,0.000000,0.000000,0.000000
840,0,0,0,0,0,0.000000,0.000000,0.000000
841,2,2,2,2,2,0.000000,0.000000,0.000000
842,10,10,10,10,10,0.000000,0.000000,0.000000
843,0,0,0,0,0,0.000000,0.000000,0.000000
844,0,0,0,0,0,0.000000,0.000000,0.000000
845,12,12,12,12,12,0.000000,0.000000,0.000000
846,0,0,0,0,0,0.000000,0.000000,0.000000
847,4,4,4,4,4,0.000000,0.000000,0.000000
848,0,0,0,0,0,0.000000,0.000000,0.000000
849,0,0,0,0,0,0.000000,0.000000,0.000000
850,0,0,0,0,0,0.000000,0.000000,0.000000
851,0,0,0,0,0,0.000000,0.000000,0.000000
852,0,0,0,0,0,0.000000,0.000000,0.000000
853,3,3,3,3,3,0.000000,0.000000,0.000000
854,0,0,0,0,0,0.000000,0.000000,0.000000
855,0,0,0,0,0,0.000000,0.000000,0.000000
856,0,0,0,0,0,0.000000,0.000000,0.000000
857,2,2,2,2,2,0.000000,0.000000,0.000000
858,0,0,0,0,0,0.000000,0.000000,0.000000
859,0,0,0,0,0,0.000000,0.000000,0.000000
860,0,0,0,0,0,0.000000,0.000000,0.000000
861,1,1,1,1,1,0.000000,0.000000,0.000000
862,4,4,4,4,4,0.000000,0.000000,0.000000
863,0,0,0,0,0,0.000000,0.000000,0.000000
864,0,0,0,0,0,0.000000,0.000000,0.000000
865,0,0,4,0,0,6.683500,0.000000,0.000000
866,0,0,0,0,0,0.000000,0.000000,0.000000
867,0,0,0,0,0,0.000000,0.000000,0.000000
868,0,0,0,0,0,0.000000,0.000000,0.000000
869,0,0,0,0,0,0.000000,0.000000,0.000000
870,6,6,6,6,6,0.000000,0.000000,0.000000
871,4,4,4,4,4,0.000000,0.000000,0.000000
872,4,4,4,4,4,0.000000,0.000000,0.000000
873,0,0,0,0,0,0.000000,0.000000,0.000000
874,0,0,0,0,0,0.000000,0.000000,0.000000
875,0,0,0,0,0,0.000000,0.000000,0.000000
876,0,0,0,0,0,0.000000,0.000000,0.000000
877,0,0,0,0,0,0.000000,0.000000,0.000000
878,0,0,0,0,0,0.000000,0.000000,0.000000
879,0,0,0,0,0,0.000000,0.000000,0.000000
880,0,0,0,0,0,0.000000,0.000000,0.000000
881,0,0,0,0,0,0.000000,0.000000,0.000000
882,0,0,0,0,0,0.000000,0.000000,0.000000
883,0,0,0,0,0,0.000000,0.000000,0.000000
884,0,0,0,0,0,0.000000,0.000000,0.000000
885,0,0,0,0,0,0.000000,0.000000,0.000000
886,5,5,5,14,5,0.000000,7.776972,0.000000
887,10,10,10,10,10,0.000000,0.000000,0.000000
888,0,0,0,0,0,0.000000,0.000000,0.000000
889,0,0,0,0,0,0.000000,0.000000,0.000000
890,0,0,0,0,0,0.000000,0.000000,0.000000
891,0,0,0,0,0,0.000000,0.000000,0.000000
892,6,6,6,6,6,0.000000,0.000000,0.000000
893,8,8,8,8,8,0.000000,0.000000,0.000000
894,8,8,8,8,8,0.000000,0.000000,0.000000
895,0,0,0,0,0,0.000000,0.000000,0.000000
896,0,0,0,0,0,0.000000,0.000000,0.000000
897,0,0,0,0,0,0.000000,0.000000,0.000000
898,0,0,0,0,0,0.000000,0.000000,0.000000
899,0,0,0,0,0,0.000000,0.000000,0.000000
900,0,4,0,0,0,0.001665,0.001665,0.001665
901,4,4,4,4,4,0.000000,0.000000,0.000000
902,15,15,15,15,15,0.000000,0.000000,0.000000
903,0,0,0,0,0,0.000000,0.000000,0.000000
904,15,15,15,10,15,0.000000,5.586047,0.000000
905,0,0,0,0,0,0.000000,0.000000,0.000000
906,0,0,0,0,0,0.000000,0.000000,0.000000
907,8,8,8,8,8,0.000000,0.000000,0.000000
908,0,0,0,0,0,0.000000,0.000000,0.000000
909,14,14,14,14,14,0.000000,0.000000,0.000000
910,0,0,0,0,0,0.000000,0.000000,0.000000
911,0,0,0,0,0,0.000000,0.000000,0.000000
912,4,4,4,4,4,0.000000,0.000000,0.000000
913,0,0,0,0,0,0.000000,0.000000,0.000000
914,0,0,0,0,0,0.000000,0.000000,0.000000
915,0,0,0,0,0,0.000000,0.000000,0.000000
916,0,0,0,0,0,0.000000,0.000000,0.000000
917,0,0,0,0,0,0.000000,0.000000,0.000000
918,2,2,2,2,2,0.000000,0.000000,0.000000
919,15,15,15,15,15,0.000000,0.000000,0.000000
920,0,0,0,0,0,0.000000,0.000000,0.000000
921,0,0,0,0,0,0.000000,0.000000,0.000000
922,0,0,0,0,0,0.000000,0.000000,0.000000
923,0,0,0,0,0,0.000000,0.000000,0.000000
924,0,0,0,0,0,0.000000,0.000000,0.000000
925,2,2,2,14,2,0.000000,7.085703,0.000000
926,0,0,0,0,0,0.000000,0.000000,0.000000
927,0,0,0,0,0,0.000000,0.000000,0.000000
928,5,5,5,5,5,0.000000,0.000000,0.000000
929,0,0,0,0,0,0.000000,0.000000,0.000000
930,4,4,4,4,4,0.000000,0.000000,0.000000
931,0,0,0,0,0,0.000000,0.000000,0.000000
932,0,0,0,0,0,0.000000,0.000000,0.000000
933,8,8,8,8,8,0.000000,0.000000,0.000000
934,0,0,0,0,0,0.000000,0.000000,0.000000
935,0,0,0,0,0,0.000000,0.000000,0.000000
936,0,0,0,0,0,0.000000,0.000000,0.000000
937,4,4,4,4,4,0.000000,0.000000,0.000000
938,0,0,0,0,0,0.000000,0.000000,0.000000
939,0,0,0,0,0,0.000000,0.000000,0.000000
940,0,0,0,0,0,0.000000,0.000000,0.000000
941,2,2,2,2,2,0.000000,0.000000,0.000000
942,0,0,0,0,0,0.000000,0.000000,0.000000
943,12,12,12,12,12,0.000000,0.000000,0.000000
944,0,0,0,0,0,0.000000,0.000000,0.000000
945,0,0,0,0,0,0.000000,0.000000,0.000000
946,0,0,0,0,0,0.000000,0.000000,0.000000
947,8,8,8,8,8,0.000000,0.000000,0.000000
948,5,5,5,13,5,0.000000,6.174283,0.000000
949,9,9,9,9,9,0.000000,0.000000,0.000000
950,0,0,0,0,0,0.000000,0.000000,0.000000
951,0,0,0,0,0,0.000000,0.000000,0.000000
952,5,5,5,5,5,0.000000,0.000000,0.000000
953,8,8,8,8,8,0.000000,0.000000,0.000000
954,0,0,0,0,0,0.000000,0.000000,0.000000
955,0,0,0,0,0,0.000000,0.000000,0.000000
956,0,0,0,0,0,0.000000,0.000000,0.000000
957,10,10,10,10,10,0.000000,0.000000,0.000000
958,9,9,9,9,9,0.000000,0.000000,0.000000
959,0,0,0,0,0,0.000000,0.000000,0.000000
960,8,8,8,8,8,0.000000,0.000000,0.000000
961,0,0,0,0,0,0.000000,0.000000,0.000000
962,0,0,0,0,0,0.000000,0.000000,0.000000
963,0,0,0,0,0,0.000000,0.000000,0.000000
964,0,0,0,0,0,0.000000,0.000000,0.000000
965,13,13,13,13,13,0.000000,0.000000,0.000000
966,0,0,0,0,0,0.000000,0.000000,0.000000
967,0,0,0,0,0,0.000000,0.000000,0.000000
968,0,0,0,0,0,0.000000,0.000000,0.000000
969,9,9,9,9,9,0.000000,0.000000,0.000000
970,8,8,8,8,8,0.000000,0.000000,0.000000
971,0,0,0,0,0,0.000000,0.000000,0.000000
972,0,0,0,0,0,0.000000,0.000000,0.000000
973,4,4,4,4,4,0.000000,0.000000,0.000000
974,0,0,0,0,0,0.000000,0.000000,0.000000
975,14,14,14,14,14,0.000000,0.000000,0.000000
976,0,0,0,0,0,0.000000,0.000000,0.000000
977,4,4,4,4,4,0.000000,0.000000,0.000000
978,0,0,0,0,0,0.000000,0.000000,0.000000
979,0,0,0,0,0,0.000000,0.000000,0.000000
980,0,0,0,0,0,0.000000,0.000000,0.000000
981,0,0,0,0,0,0.000000,0.000000,0.000000
982,4,4,4,4,4,0.000000,0.000000,0.000000
983,12,12,12,12,12,0.000000,0.000000,0.000000
984,3,3,3,3,3,0.000000,0.000000,0.000000
985,0,0,0,0,0,0.000000,0.000000,0.000000
986,10,10,10,10,10,0.000000,0.000000,0.000000
987,0,0,0,0,0,0.000000,0.000000,0.000000
988,0,0,0,0,0,0.000000,0.000000,0.000000
989,0,0,0,0,0,0.000000,0.000000,0.000000
990,0,0,0,0,0,0.000000,0.000000,0.000000
991,0,0,0,0,0,0.000000,0.000000,0.000000
992,0,0,0,0,0,0.000000,0.000000,0.000000
993,14,14,14,14,14,0.000000,0.000000,0.000000
994,0,0,0,0,0,0.000000,0.000000,0.000000
995,0,0,0,0,0,0.000000,0.000000,0.000000
996,8,8,8,8,8,0.000000,0.000000,0.000000
997,0,0,0,0,0,0.000000,0.000000,0.000000
998,0,0,0,0,0,0.000000,0.000000,0.000000
999,0,0,0,0,0,0.000000,0.000000,0.000000
1000,0,0,0,0,0,0.000000,0.000000,0.000000
1001,0,0,0,0,0,0.000000,0.000000,0.000000
1002,8,8,8,8,8,0.000000,0.000000,0.000000
1003,10,10,10,10,10,0.000000,0.000000,0.000000
1004,0,0,0,0,0,0.000000,0.000000,0.000000
1005,12,12,12,12,12,0.000000,0.000000,0.000000
1006,8,8,8,8,8,0.000000,0.000000,0.000000
1007,0,0,0,0,0,0.000000,0.000000,0.000000
1008,1,1,1,1,1,0.000000,0.000000,0.000000
1009,0,0,0,0,0,0.000000,0.000000,0.000000
1010,0,0,0,0,0,0.000000,0.000000,0.000000
1011,0,0,0,0,0,0.000000,0.000000,0.000000
1012,13,13,13,13,13,0.000000,0.000000,0.000000
1013,0,0,0,0,0,0.000000,0.000000,0.000000
1014,5,5,5,6,5,0.000000,7.778648,0.000000
1015,7,7,6,7,7,6.396823,0.000000,0.000000
1016,0,0,0,0,0,0.000000,0.000000,0.000000
1017,0,0,0,0,0,0.000000,0.000000,0.000000
1018,9,9,9,9,9,0.000000,0.000000,0.000000
1019,0,0,0,0,0,0.000000,0.000000,0.000000
1020,0,0,0,0,0,0.000000,0.000000,0.000000
